FECHA,HORA,TEMPERATURA MEDIA (°C),HUMEDAD RELATIVA (%),PRECIPITACION (mm),VELOCIDAD_VIENTO(m/s),DIRECCIÓN_VIENTO (°),RADIACIÓN SOLAR TOTAL (Wh/m²)
4/10/2019,23:00:00,19.8,80.4,S/D,0.4,237,0.0
4/11/2019,0:00:00,19.8,79.4,S/D,0.4,286,0.0
4/11/2019,1:00:00,19.8,79.5,S/D,0.6,253,0.0
4/11/2019,2:00:00,19.7,80.1,S/D,0.2,222,0.0
4/11/2019,3:00:00,19.4,81.1,S/D,0.1,240,0.0
4/11/2019,4:00:00,19.3,81.8,S/D,0.3,259,0.0
4/11/2019,5:00:00,19.0,83.6,S/D,0.3,240,0.0
4/11/2019,6:00:00,18.8,84.3,S/D,0.6,229,0.0
4/11/2019,7:00:00,19.3,82.7,S/D,0.8,305,64.9
4/11/2019,8:00:00,21.2,75.9,S/D,0.6,237,536.6
4/11/2019,9:00:00,22.6,69.7,S/D,1.7,250,1196.6
4/11/2019,10:00:00,24.3,62.6,S/D,1.5,242,1875.8
4/11/2019,11:00:00,26.2,55.7,S/D,1.4,247,2252.1
4/11/2019,12:00:00,26.5,55.7,S/D,1.9,229,2429.2
4/11/2019,13:00:00,26.0,55.6,S/D,2.1,244,2552.4
4/11/2019,14:00:00,26.0,51.4,S/D,2.1,245,2388.2
4/11/2019,15:00:00,26.0,54.2,S/D,1.9,240,1979.3
4/11/2019,16:00:00,25.3,54.7,S/D,2.4,241,1390.8
4/11/2019,17:00:00,24.3,58.2,S/D,2.2,241,602.1
4/11/2019,18:00:00,22.9,64.6,S/D,1.7,240,182.8
4/11/2019,19:00:00,22.6,64.5,S/D,0.7,270,0.9
4/11/2019,20:00:00,22.4,65.3,S/D,1.5,245,0.0
4/11/2019,21:00:00,22.0,65.7,S/D,0.5,237,0.0
4/11/2019,22:00:00,22.2,65.3,S/D,0.7,316,0.0
4/11/2019,23:00:00,22.5,65.9,S/D,0.1,297,0.0
4/12/2019,0:00:00,22.0,69.5,S/D,0.3,312,0.0
4/12/2019,1:00:00,21.2,74.3,S/D,1.1,236,0.0
4/12/2019,2:00:00,20.6,78.4,S/D,0.9,237,0.0
4/12/2019,3:00:00,20.9,74.0,S/D,0.1,230,0.0
4/12/2019,4:00:00,20.5,79.7,S/D,1.5,241,0.0
4/12/2019,5:00:00,19.5,84.1,S/D,0.5,221,0.0
4/12/2019,6:00:00,19.7,82.8,S/D,0.3,145,0.0
4/12/2019,7:00:00,20.6,78.6,S/D,0.8,228,59.6
4/12/2019,8:00:00,21.7,75.7,S/D,1.2,232,544.8
4/12/2019,9:00:00,22.7,71.5,S/D,1.7,234,1210.1
4/12/2019,10:00:00,23.7,65.9,S/D,2.8,238,1841.9
4/12/2019,11:00:00,25.6,56.6,S/D,2.1,236,2232.8
4/12/2019,12:00:00,26.1,55.5,S/D,2.4,250,2524.3
4/12/2019,13:00:00,27.2,50.5,S/D,2.3,245,2605.0
4/12/2019,14:00:00,26.6,54.0,S/D,2.6,241,2337.5
4/12/2019,15:00:00,26.7,53.6,S/D,2.1,241,1963.2
4/12/2019,16:00:00,25.1,57.7,S/D,1.9,232,1373.4
4/12/2019,17:00:00,23.8,58.8,S/D,1.4,247,578.0
4/12/2019,18:00:00,22.7,62.7,S/D,1.5,259,134.0
4/12/2019,19:00:00,22.2,63.9,S/D,1.2,240,1.2
4/12/2019,20:00:00,22.0,65.3,S/D,0.8,249,0.0
4/12/2019,21:00:00,22.2,64.8,S/D,0.6,300,0.0
4/12/2019,22:00:00,22.4,63.3,S/D,0.1,285,0.0
4/12/2019,23:00:00,22.0,67.8,S/D,0.5,274,0.0
4/13/2019,0:00:00,21.5,70.8,S/D,1.1,235,0.0
4/13/2019,1:00:00,21.6,70.4,S/D,0.9,244,0.0
4/13/2019,2:00:00,21.0,74.0,S/D,0.2,264,0.0
4/13/2019,3:00:00,20.5,76.4,S/D,0.6,250,0.0
4/13/2019,4:00:00,19.7,80.9,S/D,0.8,244,0.0
4/13/2019,5:00:00,18.9,84.7,S/D,1.1,246,0.0
4/13/2019,6:00:00,18.5,86.8,S/D,0.9,252,0.0
4/13/2019,7:00:00,18.5,87.3,S/D,1.3,238,67.2
4/13/2019,8:00:00,20.5,80.5,S/D,0.6,264,597.9
4/13/2019,9:00:00,22.0,72.9,S/D,1.0,222,1245.4
4/13/2019,10:00:00,23.8,67.1,S/D,1.8,249,1860.5
4/13/2019,11:00:00,24.9,63.3,S/D,1.8,241,2170.0
4/13/2019,12:00:00,25.4,57.2,S/D,2.6,244,2493.4
4/13/2019,13:00:00,25.4,58.4,S/D,2.0,243,2521.0
4/13/2019,14:00:00,26.2,53.0,S/D,2.1,253,2330.5
4/13/2019,15:00:00,25.2,55.7,S/D,3.0,250,1969.1
4/13/2019,16:00:00,24.8,54.4,S/D,2.4,242,1404.4
4/13/2019,17:00:00,23.9,60.1,S/D,1.5,240,658.3
4/13/2019,18:00:00,22.3,65.6,S/D,1.9,244,229.8
4/13/2019,19:00:00,21.5,70.2,S/D,1.9,234,3.6
4/13/2019,20:00:00,21.4,73.0,S/D,0.9,237,0.0
4/13/2019,21:00:00,20.7,75.7,S/D,1.1,240,0.0
4/13/2019,22:00:00,20.7,74.9,S/D,0.5,258,0.0
4/13/2019,23:00:00,21.1,73.3,S/D,0.5,249,0.0
4/14/2019,0:00:00,20.9,74.9,S/D,0.3,255,0.0
4/14/2019,1:00:00,21.0,74.7,S/D,0.8,296,0.0
4/14/2019,2:00:00,20.7,77.1,S/D,0.5,243,0.0
4/14/2019,3:00:00,19.8,81.5,S/D,0.2,242,0.0
4/14/2019,4:00:00,19.8,80.9,S/D,0.1,260,0.0
4/14/2019,5:00:00,20.1,79.7,S/D,0.8,303,0.0
4/14/2019,6:00:00,19.6,83.8,S/D,1.2,235,0.0
4/14/2019,7:00:00,19.9,82.7,S/D,0.8,292,55.9
4/14/2019,8:00:00,20.6,80.4,S/D,1.1,318,264.2
4/14/2019,9:00:00,23.0,72.0,S/D,1.3,264,1139.4
4/14/2019,10:00:00,25.0,60.2,S/D,1.5,230,1838.1
4/14/2019,11:00:00,26.1,55.0,S/D,2.6,238,2201.1
4/14/2019,12:00:00,27.0,52.8,S/D,2.0,248,2479.5
4/14/2019,13:00:00,25.8,57.8,S/D,2.8,250,2505.6
4/14/2019,14:00:00,26.4,51.0,S/D,2.5,251,2308.6
4/14/2019,15:00:00,26.5,50.6,S/D,2.8,242,2054.4
4/14/2019,16:00:00,25.8,57.7,S/D,2.2,248,1488.8
4/14/2019,17:00:00,23.3,65.6,S/D,2.4,246,607.4
4/14/2019,18:00:00,22.0,69.1,S/D,1.9,246,183.1
4/14/2019,19:00:00,21.2,66.9,S/D,0.8,247,0.5
4/14/2019,20:00:00,21.5,66.5,S/D,0.7,281,0.0
4/14/2019,21:00:00,21.4,67.5,S/D,0.7,251,0.0
4/14/2019,22:00:00,21.4,68.4,S/D,0.4,240,0.0
4/14/2019,23:00:00,20.9,72.8,S/D,1.3,240,0.0
4/15/2019,0:00:00,20.4,74.7,S/D,0.1,294,0.0
4/15/2019,1:00:00,20.9,69.7,S/D,0.6,39,0.0
4/15/2019,2:00:00,20.8,69.1,S/D,0.1,53,0.0
4/15/2019,3:00:00,20.5,74.1,S/D,0.2,310,0.0
4/15/2019,4:00:00,19.4,83.6,S/D,1.8,238,0.0
4/15/2019,5:00:00,18.4,89.1,S/D,1.3,233,0.0
4/15/2019,6:00:00,18.6,88.4,S/D,0.9,329,0.0
4/15/2019,7:00:00,19.4,84.9,S/D,0.1,290,74.7
4/15/2019,8:00:00,22.2,70.7,S/D,0.4,105,627.8
4/15/2019,9:00:00,24.5,63.1,S/D,1.4,260,1240.0
4/15/2019,10:00:00,25.6,57.0,S/D,1.7,255,1818.4
4/15/2019,11:00:00,26.9,47.5,S/D,1.8,228,2113.3
4/15/2019,12:00:00,27.2,47.9,S/D,1.8,225,2387.4
4/15/2019,13:00:00,S/D,S/D,S/D,S/D,S/D,S/D
4/15/2019,14:00:00,27.6,48.4,S/D,1.9,239,1526.9
4/15/2019,15:00:00,27.4,48.9,S/D,1.6,231,1939.8
4/15/2019,16:00:00,26.2,52.0,S/D,2.1,232,94.7
4/15/2019,17:00:00,24.1,59.5,S/D,2.3,240,588.2
4/15/2019,18:00:00,23.1,65.2,S/D,2.0,234,177.3
4/15/2019,19:00:00,22.5,65.2,S/D,1.7,247,1.0
4/15/2019,20:00:00,22.3,64.0,S/D,0.9,230,0.0
4/15/2019,21:00:00,22.4,62.8,S/D,0.3,255,0.0
4/15/2019,22:00:00,22.4,64.1,S/D,0.9,315,0.0
4/15/2019,23:00:00,22.1,67.1,S/D,0.3,246,0.0
4/16/2019,0:00:00,21.8,70.8,S/D,0.8,244,0.0
4/16/2019,1:00:00,21.5,71.2,S/D,0.4,242,0.0
4/16/2019,2:00:00,21.4,73.0,S/D,0.1,200,0.0
4/16/2019,3:00:00,21.3,73.2,S/D,0.1,211,0.0
4/16/2019,4:00:00,21.2,75.8,S/D,0.4,247,0.0
4/16/2019,5:00:00,20.8,74.6,S/D,0.1,153,0.0
4/16/2019,6:00:00,21.0,74.6,S/D,0.2,80,0.0
4/16/2019,7:00:00,21.5,73.9,S/D,0.4,190,58.8
4/16/2019,8:00:00,23.5,68.5,S/D,0.4,265,561.5
4/16/2019,9:00:00,24.6,64.7,S/D,1.0,230,1236.4
4/16/2019,10:00:00,25.4,61.2,S/D,2.3,239,1792.7
4/16/2019,11:00:00,25.7,57.7,S/D,2.6,240,2052.8
4/16/2019,12:00:00,26.1,57.2,S/D,1.9,243,1616.3
4/16/2019,13:00:00,26.7,52.3,S/D,1.6,252,1939.8
4/16/2019,14:00:00,27.7,49.7,S/D,2.0,252,2034.4
4/16/2019,15:00:00,26.4,52.8,S/D,1.6,231,1719.6
4/16/2019,16:00:00,25.6,55.0,S/D,1.8,243,1222.7
4/16/2019,17:00:00,25.2,59.4,S/D,1.4,244,734.2
4/16/2019,18:00:00,23.2,66.4,S/D,1.6,235,214.0
4/16/2019,19:00:00,22.5,66.1,S/D,1.5,244,1.2
4/16/2019,20:00:00,22.7,66.2,S/D,0.7,232,0.0
4/16/2019,21:00:00,22.3,68.8,S/D,0.5,252,0.0
4/16/2019,22:00:00,22.1,70.9,S/D,0.2,238,0.0
4/16/2019,23:00:00,22.0,72.2,S/D,0.5,267,0.0
4/17/2019,0:00:00,22.1,72.0,S/D,0.5,252,0.0
4/17/2019,1:00:00,22.0,72.3,S/D,0.3,271,0.0
4/17/2019,2:00:00,21.9,72.3,S/D,0.7,239,0.0
4/17/2019,3:00:00,21.5,73.8,S/D,0.1,253,0.0
4/17/2019,4:00:00,21.0,78.3,S/D,1.1,233,0.0
4/17/2019,5:00:00,19.9,84.1,S/D,1.0,240,0.0
4/17/2019,6:00:00,20.1,81.9,S/D,0.2,303,0.0
4/17/2019,7:00:00,20.1,83.9,S/D,0.5,278,53.7
4/17/2019,8:00:00,22.9,75.1,S/D,0.6,277,557.4
4/17/2019,9:00:00,24.2,65.9,S/D,1.2,229,1243.4
4/17/2019,10:00:00,25.0,65.0,S/D,2.8,237,1737.8
4/17/2019,11:00:00,25.7,60.7,S/D,2.2,251,2033.0
4/17/2019,12:00:00,26.6,55.0,S/D,1.9,252,2327.6
4/17/2019,13:00:00,27.4,48.7,S/D,2.0,250,2330.4
4/17/2019,14:00:00,27.4,49.2,S/D,1.9,241,2085.1
4/17/2019,15:00:00,26.4,52.2,S/D,2.5,248,1779.7
4/17/2019,16:00:00,25.5,55.0,S/D,1.8,230,1307.0
4/17/2019,17:00:00,24.1,59.8,S/D,1.9,253,569.7
4/17/2019,18:00:00,23.0,66.0,S/D,1.6,225,245.9
4/17/2019,19:00:00,22.1,68.8,S/D,1.6,248,3.4
4/17/2019,20:00:00,21.3,74.7,S/D,0.8,240,0.0
4/17/2019,21:00:00,21.1,76.2,S/D,0.2,229,0.0
4/17/2019,22:00:00,21.0,77.4,S/D,0.6,228,0.0
4/17/2019,23:00:00,21.0,78.7,S/D,0.8,285,0.0
4/18/2019,0:00:00,20.5,81.8,S/D,0.9,234,0.0
4/18/2019,1:00:00,20.5,80.9,S/D,0.6,274,0.0
4/18/2019,2:00:00,20.6,79.6,S/D,0.5,268,0.0
4/18/2019,3:00:00,19.9,83.0,S/D,0.9,239,0.0
4/18/2019,4:00:00,19.1,87.9,S/D,0.9,233,0.0
4/18/2019,5:00:00,18.8,88.3,S/D,0.1,178,0.0
4/18/2019,6:00:00,19.1,86.9,S/D,0.1,174,0.0
4/18/2019,7:00:00,20.0,84.0,S/D,0.5,312,67.4
4/18/2019,8:00:00,21.5,79.2,S/D,0.9,236,434.8
4/18/2019,9:00:00,22.8,72.3,S/D,1.5,248,1261.1
4/18/2019,10:00:00,24.0,65.4,S/D,1.8,240,1688.0
4/18/2019,11:00:00,24.6,62.5,S/D,1.9,250,2004.7
4/18/2019,12:00:00,24.7,60.6,S/D,1.9,273,2176.7
4/18/2019,13:00:00,24.5,61.6,S/D,2.3,244,1864.5
4/18/2019,14:00:00,24.8,59.7,S/D,2.0,259,1423.4
4/18/2019,15:00:00,23.8,61.3,S/D,2.2,244,1201.5
4/18/2019,16:00:00,24.2,58.9,S/D,1.7,250,1325.1
4/18/2019,17:00:00,23.6,60.5,S/D,1.5,257,516.0
4/18/2019,18:00:00,22.2,63.5,S/D,1.4,243,60.2
4/18/2019,19:00:00,22.4,61.4,S/D,0.5,242,0.1
4/18/2019,20:00:00,21.9,68.1,S/D,1.7,241,0.0
4/18/2019,21:00:00,21.6,71.3,S/D,1.1,251,0.0
4/18/2019,22:00:00,21.5,73.3,S/D,0.7,299,0.0
4/18/2019,23:00:00,21.2,75.0,S/D,1.1,236,0.0
4/19/2019,0:00:00,20.5,76.2,S/D,0.5,223,0.0
4/19/2019,1:00:00,21.0,70.1,S/D,0.7,235,0.0
4/19/2019,2:00:00,20.8,74.4,S/D,1.1,241,0.0
4/19/2019,3:00:00,19.5,86.5,S/D,1.3,250,0.0
4/19/2019,4:00:00,18.7,90.9,S/D,1.2,253,0.0
4/19/2019,5:00:00,18.7,89.8,S/D,0.5,55,0.0
4/19/2019,6:00:00,19.7,84.9,S/D,1.1,101,0.0
4/19/2019,7:00:00,20.9,79.4,S/D,0.4,260,95.6
4/19/2019,8:00:00,21.7,76.9,S/D,1.4,232,723.5
4/19/2019,9:00:00,22.9,72.3,S/D,1.2,256,1288.5
4/19/2019,10:00:00,23.9,66.1,S/D,1.8,228,1771.0
4/19/2019,11:00:00,25.3,58.9,S/D,1.9,252,2055.7
4/19/2019,12:00:00,26.1,54.3,S/D,1.7,253,2366.6
4/19/2019,13:00:00,26.1,55.3,S/D,1.7,266,2129.3
4/19/2019,14:00:00,26.0,54.9,S/D,2.0,244,2192.3
4/19/2019,15:00:00,25.9,54.7,S/D,1.7,249,1826.9
4/19/2019,16:00:00,25.5,54.6,S/D,1.8,243,1329.3
4/19/2019,17:00:00,24.0,62.0,S/D,1.3,244,640.7
4/19/2019,18:00:00,22.8,65.8,S/D,1.7,248,171.8
4/19/2019,19:00:00,22.0,72.3,S/D,1.9,237,0.3
4/19/2019,20:00:00,20.7,78.6,S/D,1.2,227,0.0
4/19/2019,21:00:00,21.0,74.5,S/D,0.5,262,0.0
4/19/2019,22:00:00,21.1,74.3,S/D,0.7,217,0.0
4/19/2019,23:00:00,21.6,70.2,S/D,0.9,306,0.0
4/20/2019,0:00:00,21.5,70.5,S/D,0.7,238,0.0
4/20/2019,1:00:00,19.6,85.4,S/D,1.3,237,0.0
4/20/2019,2:00:00,19.4,86.3,S/D,0.9,238,0.0
4/20/2019,3:00:00,19.7,84.5,S/D,0.2,294,0.0
4/20/2019,4:00:00,19.9,83.6,S/D,0.6,304,0.0
4/20/2019,5:00:00,19.9,82.9,S/D,0.1,296,0.0
4/20/2019,6:00:00,19.7,83.6,S/D,0.3,180,0.0
4/20/2019,7:00:00,20.1,82.7,S/D,0.6,323,61.0
4/20/2019,8:00:00,22.1,75.9,S/D,0.3,221,566.2
4/20/2019,9:00:00,24.5,66.8,S/D,1.0,255,1169.0
4/20/2019,10:00:00,25.1,64.2,S/D,1.4,235,1745.3
4/20/2019,11:00:00,25.9,59.7,S/D,1.6,256,2044.0
4/20/2019,12:00:00,27.3,55.0,S/D,1.7,241,2285.5
4/20/2019,13:00:00,27.5,52.3,S/D,2.0,255,2350.4
4/20/2019,14:00:00,27.2,54.7,S/D,2.0,224,2251.8
4/20/2019,15:00:00,26.7,55.2,S/D,2.1,252,1946.9
4/20/2019,16:00:00,26.6,55.5,S/D,1.8,256,1299.4
4/20/2019,17:00:00,25.5,57.8,S/D,1.5,258,581.4
4/20/2019,18:00:00,23.8,61.0,S/D,1.3,250,167.5
4/20/2019,19:00:00,23.5,61.3,S/D,0.8,227,0.1
4/20/2019,20:00:00,23.0,66.7,S/D,0.7,236,0.0
4/20/2019,21:00:00,22.9,70.1,S/D,0.5,243,0.0
4/20/2019,22:00:00,21.7,77.3,S/D,1.5,242,0.0
4/20/2019,23:00:00,21.2,79.3,S/D,0.4,250,0.0
4/21/2019,0:00:00,21.7,76.8,S/D,0.5,245,0.0
4/21/2019,1:00:00,21.4,78.1,S/D,0.4,279,0.0
4/21/2019,2:00:00,20.1,84.5,S/D,1.2,251,0.0
4/21/2019,3:00:00,19.9,86.6,S/D,0.7,278,0.0
4/21/2019,4:00:00,20.1,86.3,S/D,0.8,300,0.0
4/21/2019,5:00:00,19.9,87.2,S/D,0.9,240,0.0
4/21/2019,6:00:00,19.8,87.5,S/D,1.0,241,0.0
4/21/2019,7:00:00,19.8,87.0,S/D,0.1,198,28.5
4/21/2019,8:00:00,22.2,77.4,S/D,0.6,112,590.2
4/21/2019,9:00:00,23.5,73.0,S/D,1.6,242,1217.9
4/21/2019,10:00:00,25.8,63.0,S/D,1.4,234,1808.9
4/21/2019,11:00:00,27.4,52.9,S/D,1.7,270,2074.0
4/21/2019,12:00:00,26.9,53.6,S/D,2.3,290,2341.3
4/21/2019,13:00:00,27.3,49.8,S/D,2.1,246,2304.2
4/21/2019,14:00:00,26.8,51.3,S/D,2.3,241,2077.6
4/21/2019,15:00:00,27.6,49.0,S/D,1.3,243,1869.2
4/21/2019,16:00:00,26.3,50.1,S/D,2.3,247,1391.7
4/21/2019,17:00:00,25.2,57.6,S/D,2.0,280,648.0
4/21/2019,18:00:00,24.1,56.3,S/D,1.6,247,178.9
4/21/2019,19:00:00,23.2,66.6,S/D,1.1,238,0.0
4/21/2019,20:00:00,23.0,67.9,S/D,0.5,243,0.0
4/21/2019,21:00:00,22.9,64.1,S/D,0.6,243,0.0
4/21/2019,22:00:00,22.5,70.3,S/D,0.4,254,0.0
4/21/2019,23:00:00,22.0,72.8,S/D,0.2,246,0.0
4/22/2019,0:00:00,20.6,83.0,S/D,1.2,241,0.0
4/22/2019,1:00:00,19.6,86.9,S/D,1.3,245,0.0
4/22/2019,2:00:00,19.6,86.7,S/D,0.1,238,0.0
4/22/2019,3:00:00,19.9,84.6,S/D,0.1,273,0.0
4/22/2019,4:00:00,20.1,84.3,S/D,0.6,291,0.0
4/22/2019,5:00:00,20.0,84.2,S/D,0.6,243,0.0
4/22/2019,6:00:00,20.0,84.0,S/D,0.5,215,0.0
4/22/2019,7:00:00,20.3,83.6,S/D,0.5,248,105.1
4/22/2019,8:00:00,21.3,80.0,S/D,0.7,246,547.8
4/22/2019,9:00:00,22.8,73.6,S/D,0.9,235,828.7
4/22/2019,10:00:00,22.7,73.8,S/D,1.9,261,877.0
4/22/2019,11:00:00,25.1,58.9,S/D,1.7,241,1939.2
4/22/2019,12:00:00,26.0,52.9,S/D,2.1,259,2261.0
4/22/2019,13:00:00,25.8,57.0,S/D,2.6,286,2278.9
4/22/2019,14:00:00,26.3,54.0,S/D,2.2,240,2088.8
4/22/2019,15:00:00,25.7,56.1,S/D,1.2,254,1615.6
4/22/2019,16:00:00,25.7,54.5,S/D,1.6,251,578.9
4/22/2019,17:00:00,25.4,55.6,S/D,1.7,264,497.2
4/22/2019,18:00:00,23.6,62.0,S/D,1.3,250,147.8
4/22/2019,19:00:00,23.0,63.0,S/D,1.3,269,0.1
4/22/2019,20:00:00,22.6,66.1,S/D,1.1,240,0.0
4/22/2019,21:00:00,22.5,67.2,S/D,0.6,240,0.0
4/22/2019,22:00:00,22.8,65.0,S/D,1.1,299,0.0
4/22/2019,23:00:00,22.5,64.7,S/D,0.8,253,0.0
4/23/2019,0:00:00,21.4,77.4,S/D,1.0,240,0.0
4/23/2019,1:00:00,21.7,72.2,S/D,1.0,246,0.0
4/23/2019,2:00:00,21.0,80.6,S/D,1.1,238,0.0
4/23/2019,3:00:00,20.3,84.8,S/D,1.1,235,0.0
4/23/2019,4:00:00,20.1,86.0,S/D,1.2,234,0.0
4/23/2019,5:00:00,20.3,83.5,S/D,0.1,105,0.0
4/23/2019,6:00:00,20.5,82.1,S/D,0.1,215,0.0
4/23/2019,7:00:00,20.8,82.0,S/D,0.2,171,69.5
4/23/2019,8:00:00,22.8,65.9,S/D,0.9,233,640.4
4/23/2019,9:00:00,24.4,61.1,S/D,1.4,219,1355.2
4/23/2019,10:00:00,25.5,62.8,S/D,1.4,254,418.4
4/23/2019,11:00:00,26.9,57.1,S/D,1.3,251,2020.3
4/23/2019,12:00:00,27.4,55.7,S/D,1.5,228,2317.6
4/23/2019,13:00:00,27.1,55.2,S/D,2.4,239,2317.3
4/23/2019,14:00:00,26.8,52.2,S/D,1.6,241,2114.7
4/23/2019,15:00:00,26.2,53.1,S/D,2.4,293,1893.3
4/23/2019,16:00:00,26.1,52.9,S/D,1.6,259,1349.0
4/23/2019,17:00:00,23.6,64.2,S/D,1.7,247,646.3
4/23/2019,18:00:00,22.2,69.4,S/D,2.1,233,181.3
4/23/2019,19:00:00,21.5,68.9,S/D,1.4,235,0.2
4/23/2019,20:00:00,21.2,74.5,S/D,0.9,270,0.0
4/23/2019,21:00:00,21.3,74.2,S/D,1.1,275,0.0
4/23/2019,22:00:00,S/D,S/D,S/D,S/D,S/D,S/D
4/23/2019,23:00:00,21.7,70.6,S/D,0.6,268,0.0
4/24/2019,0:00:00,21.5,70.9,S/D,0.1,121,0.0
4/24/2019,1:00:00,21.8,70.1,S/D,0.4,115,0.0
4/24/2019,2:00:00,21.8,69.1,S/D,0.1,206,0.0
4/24/2019,3:00:00,22.2,67.9,S/D,0.5,257,0.0
4/24/2019,4:00:00,20.5,84.9,S/D,1.1,245,0.0
4/24/2019,5:00:00,20.3,86.1,S/D,0.4,180,0.0
4/24/2019,6:00:00,21.0,80.8,S/D,0.1,266,0.0
4/24/2019,7:00:00,21.4,81.1,S/D,0.7,242,37.1
4/24/2019,8:00:00,22.4,76.2,S/D,0.7,70,305.1
4/24/2019,9:00:00,24.1,71.9,S/D,1.6,237,801.2
4/24/2019,10:00:00,23.7,67.4,S/D,1.8,243,1487.2
4/24/2019,11:00:00,25.3,65.7,S/D,1.7,244,1908.8
4/24/2019,12:00:00,25.1,62.5,S/D,2.0,240,1879.9
4/24/2019,13:00:00,25.2,60.0,S/D,2.3,260,1790.2
4/24/2019,14:00:00,25.1,61.7,S/D,2.5,242,1663.8
4/24/2019,15:00:00,24.6,63.7,S/D,2.3,237,1238.5
4/24/2019,16:00:00,24.6,61.1,S/D,1.6,233,612.1
4/24/2019,17:00:00,23.5,66.2,S/D,1.5,233,234.7
4/24/2019,18:00:00,23.0,68.9,S/D,1.1,241,55.8
4/24/2019,19:00:00,22.2,73.3,S/D,0.7,265,0.9
4/24/2019,20:00:00,22.6,71.7,S/D,0.7,288,0.0
4/24/2019,21:00:00,22.1,77.7,S/D,1.8,233,0.0
4/24/2019,22:00:00,21.8,77.9,S/D,1.3,236,0.0
4/24/2019,23:00:00,20.7,86.7,S/D,1.7,240,0.0
4/25/2019,0:00:00,20.4,88.0,S/D,0.2,151,0.0
4/25/2019,1:00:00,20.8,84.1,S/D,1.0,42,0.0
4/25/2019,2:00:00,21.7,78.5,S/D,0.4,93,0.0
4/25/2019,3:00:00,21.6,80.7,S/D,1.7,236,0.0
4/25/2019,4:00:00,20.8,85.0,S/D,1.4,232,0.0
4/25/2019,5:00:00,20.5,86.2,S/D,1.0,227,0.0
4/25/2019,6:00:00,20.6,85.2,S/D,0.1,261,0.0
4/25/2019,7:00:00,19.5,91.6,S/D,1.4,236,85.0
4/25/2019,8:00:00,20.0,91.2,S/D,1.1,266,346.9
4/25/2019,9:00:00,22.6,78.7,S/D,0.9,281,1076.3
4/25/2019,10:00:00,25.6,66.1,S/D,0.9,257,1457.1
4/25/2019,11:00:00,S/D,S/D,S/D,S/D,S/D,S/D
4/25/2019,12:00:00,S/D,S/D,S/D,S/D,S/D,S/D
4/25/2019,13:00:00,26.0,62.1,S/D,2.5,243,1877.2
4/25/2019,14:00:00,26.6,61.7,S/D,2.1,245,2147.0
4/25/2019,15:00:00,26.0,63.4,S/D,2.7,240,1949.6
4/25/2019,16:00:00,26.3,62.1,S/D,1.8,261,1307.0
4/25/2019,17:00:00,24.9,66.9,S/D,1.9,249,597.0
4/25/2019,18:00:00,23.9,67.9,S/D,1.9,242,155.6
4/25/2019,19:00:00,23.5,68.9,S/D,1.5,241,0.2
4/25/2019,20:00:00,23.3,69.4,S/D,0.5,254,0.0
4/25/2019,21:00:00,23.5,70.5,S/D,1.0,243,0.0
4/25/2019,22:00:00,22.8,74.9,S/D,1.2,247,0.0
4/25/2019,23:00:00,21.8,78.8,S/D,1.7,233,0.0
4/26/2019,0:00:00,21.0,84.4,S/D,0.5,239,0.0
4/26/2019,1:00:00,21.4,81.8,S/D,0.2,274,0.0
4/26/2019,2:00:00,21.4,83.4,S/D,1.5,236,0.0
4/26/2019,3:00:00,20.7,85.8,S/D,0.1,287,0.0
4/26/2019,4:00:00,20.1,87.6,S/D,1.3,234,0.0
4/26/2019,5:00:00,19.4,90.3,S/D,1.4,239,0.0
4/26/2019,6:00:00,18.8,93.3,S/D,1.3,233,0.0
4/26/2019,7:00:00,19.1,92.9,S/D,0.6,237,54.1
4/26/2019,8:00:00,20.6,88.1,S/D,0.5,210,433.9
4/26/2019,9:00:00,22.5,78.0,S/D,1.4,265,1092.9
4/26/2019,10:00:00,23.9,72.3,S/D,1.7,239,1632.6
4/26/2019,11:00:00,24.3,67.4,S/D,2.5,238,1863.0
4/26/2019,12:00:00,25.0,63.0,S/D,2.3,244,2029.4
4/26/2019,13:00:00,26.9,58.8,S/D,1.7,237,2035.9
4/26/2019,14:00:00,26.7,59.0,S/D,2.3,234,1981.9
4/26/2019,15:00:00,24.7,66.3,S/D,2.2,239,1572.9
4/26/2019,16:00:00,23.4,72.8,S/D,1.9,235,1118.5
4/26/2019,17:00:00,23.6,70.2,S/D,1.3,242,500.6
4/26/2019,18:00:00,22.0,76.9,S/D,1.9,255,98.5
4/26/2019,19:00:00,20.0,86.2,S/D,2.3,236,0.5
4/26/2019,20:00:00,20.4,84.4,S/D,0.6,257,0.0
4/26/2019,21:00:00,20.8,81.9,S/D,0.5,261,0.0
4/26/2019,22:00:00,20.8,81.1,S/D,1.0,317,0.0
4/26/2019,23:00:00,20.5,82.2,S/D,1.6,238,0.0
4/27/2019,0:00:00,20.3,82.4,S/D,0.7,234,0.0
4/27/2019,1:00:00,18.4,91.0,S/D,1.6,244,0.0
4/27/2019,2:00:00,18.3,91.5,S/D,0.2,259,0.0
4/27/2019,3:00:00,18.8,89.5,S/D,0.1,42,0.0
4/27/2019,4:00:00,19.1,87.6,S/D,0.1,163,0.0
4/27/2019,5:00:00,18.9,88.1,S/D,0.6,237,0.0
4/27/2019,6:00:00,18.8,88.3,S/D,1.3,222,0.0
4/27/2019,7:00:00,18.7,90.1,S/D,1.4,224,98.4
